"animal_id","intake_cohort","when_adoption"
"A688082","2014-Q3","0_No_adoption"
"A688083","2014-Q3","0_No_adoption"
"A688084","2014-Q3","0_No_adoption"
"A688085","2014-Q3","0_No_adoption"
"A688086","2014-Q3","0_No_adoption"
"A688087","2014-Q3","0_No_adoption"
"A688088","2014-Q3","0_No_adoption"
"A688089","2014-Q3","0_No_adoption"
"A688090","2014-Q3","0_No_adoption"
"A688091","2014-Q3","0_No_adoption"
"A688092","2014-Q3","0_No_adoption"
"A688093","2014-Q3","2_Within_14_days"
"A688094","2014-Q3","0_No_adoption"
"A688095","2014-Q3","0_No_adoption"
"A688096","2014-Q3","1_Within_7_days"
"A688098","2014-Q3","1_Within_7_days"
"A688099","2014-Q3","4_Over_30_days"
"A688100","2014-Q3","0_No_adoption"
"A688101","2014-Q3","0_No_adoption"
"A688102","2014-Q3","0_No_adoption"
"A688103","2014-Q3","0_No_adoption"
"A688105","2014-Q3","0_No_adoption"
"A688106","2014-Q3","2_Within_14_days"
"A688107","2014-Q3","4_Over_30_days"
"A688108","2014-Q3","4_Over_30_days"
"A688109","2014-Q3","4_Over_30_days"
"A688110","2014-Q3","4_Over_30_days"
"A688111","2014-Q3","0_No_adoption"
"A688112","2014-Q3","0_No_adoption"
"A688115","2014-Q3","0_No_adoption"
"A688116","2014-Q3","0_No_adoption"
"A688117","2014-Q3","0_No_adoption"
"A688118","2014-Q3","4_Over_30_days"
"A688119","2014-Q3","4_Over_30_days"
"A688120","2014-Q3","1_Within_7_days"
"A688122","2014-Q3","0_No_adoption"
"A688124","2014-Q3","4_Over_30_days"
"A688125","2014-Q3","4_Over_30_days"
"A688126","2014-Q3","2_Within_14_days"
"A688127","2014-Q3","0_No_adoption"
"A688129","2014-Q3","4_Over_30_days"
"A688129","2014-Q4","0_No_adoption"
"A688130","2014-Q3","0_No_adoption"
"A688131","2014-Q3","0_No_adoption"
"A688132","2014-Q3","3_Within_30_days"
"A688133","2014-Q3","0_No_adoption"
"A688134","2014-Q3","1_Within_7_days"
"A688134","2016-Q4","0_No_adoption"
"A688135","2014-Q3","1_Within_7_days"
"A688136","2014-Q3","4_Over_30_days"
"A688137","2014-Q3","0_No_adoption"
"A688138","2014-Q3","0_No_adoption"
"A688139","2014-Q3","2_Within_14_days"
"A688140","2014-Q3","0_No_adoption"
"A688141","2014-Q3","0_No_adoption"
"A688142","2014-Q3","0_No_adoption"
"A688144","2014-Q3","3_Within_30_days"
"A688145","2014-Q3","0_No_adoption"
"A688146","2014-Q3","4_Over_30_days"
"A688147","2014-Q3","0_No_adoption"
"A688148","2014-Q3","0_No_adoption"
"A688149","2014-Q3","1_Within_7_days"
"A688150","2014-Q3","1_Within_7_days"
"A688150","2014-Q4","0_No_adoption"
"A688151","2014-Q3","2_Within_14_days"
"A688152","2014-Q3","0_No_adoption"
"A688153","2014-Q3","0_No_adoption"
"A688154","2014-Q3","4_Over_30_days"
"A688154","2016-Q3","1_Within_7_days"
"A688155","2014-Q3","0_No_adoption"
"A688156","2014-Q3","0_No_adoption"
"A688157","2014-Q3","0_No_adoption"
"A688158","2014-Q3","0_No_adoption"
"A688159","2014-Q3","0_No_adoption"
"A688160","2014-Q3","0_No_adoption"
"A688161","2014-Q3","2_Within_14_days"
"A688162","2014-Q3","0_No_adoption"
"A688163","2014-Q3","0_No_adoption"
"A688164","2014-Q3","0_No_adoption"
"A688164","2015-Q3","0_No_adoption"
"A688168","2014-Q3","1_Within_7_days"
"A688174","2014-Q3","0_No_adoption"
"A688176","2014-Q3","0_No_adoption"
"A688177","2014-Q3","0_No_adoption"
"A688178","2014-Q3","4_Over_30_days"
"A688181","2014-Q3","0_No_adoption"
"A688188","2014-Q3","0_No_adoption"
"A688190","2014-Q3","0_No_adoption"
"A688191","2014-Q3","1_Within_7_days"
"A688192","2014-Q3","0_No_adoption"
"A688194","2014-Q3","0_No_adoption"
"A688196","2014-Q3","0_No_adoption"
"A688197","2014-Q3","0_No_adoption"
"A688198","2014-Q3","3_Within_30_days"
"A688198","2014-Q4","3_Within_30_days"
"A688199","2014-Q3","1_Within_7_days"
"A688200","2014-Q3","0_No_adoption"
"A688202","2014-Q3","0_No_adoption"
"A688204","2014-Q3","4_Over_30_days"
"A688205","2014-Q3","1_Within_7_days"
"A688206","2014-Q3","0_No_adoption"
"A688207","2014-Q3","0_No_adoption"
"A688208","2014-Q3","0_No_adoption"
"A688209","2014-Q3","0_No_adoption"
"A688211","2014-Q3","4_Over_30_days"
"A688213","2014-Q3","0_No_adoption"
"A688214","2014-Q3","0_No_adoption"
"A688215","2014-Q3","0_No_adoption"
"A688216","2014-Q3","0_No_adoption"
"A688218","2014-Q3","1_Within_7_days"
"A688219","2014-Q3","1_Within_7_days"
"A688220","2014-Q3","1_Within_7_days"
"A688221","2014-Q3","1_Within_7_days"
"A688222","2014-Q3","1_Within_7_days"
"A688222","2015-Q1","0_No_adoption"
"A688223","2014-Q3","1_Within_7_days"
"A688224","2014-Q3","1_Within_7_days"
"A688225","2014-Q3","1_Within_7_days"
"A688226","2014-Q3","1_Within_7_days"
"A688227","2014-Q3","1_Within_7_days"
"A688229","2014-Q3","1_Within_7_days"
"A688231","2014-Q3","0_No_adoption"
"A688232","2014-Q3","0_No_adoption"
"A688234","2014-Q3","0_No_adoption"
"A688235","2014-Q3","0_No_adoption"
"A688236","2014-Q3","4_Over_30_days"
"A688239","2014-Q3","0_No_adoption"
"A688241","2014-Q3","0_No_adoption"
"A688244","2014-Q3","0_No_adoption"
"A688244","2016-Q2","0_No_adoption"
"A688252","2014-Q3","2_Within_14_days"
"A688253","2014-Q3","1_Within_7_days"
"A688254","2014-Q3","1_Within_7_days"
"A688255","2014-Q3","0_No_adoption"
"A688260","2014-Q3","0_No_adoption"
"A688261","2014-Q3","4_Over_30_days"
"A688262","2014-Q3","4_Over_30_days"
"A688263","2014-Q3","0_No_adoption"
"A688264","2014-Q3","3_Within_30_days"
"A688264","2014-Q4","4_Over_30_days"
"A688267","2014-Q3","1_Within_7_days"
"A688269","2014-Q3","1_Within_7_days"
"A688270","2014-Q3","1_Within_7_days"
"A688270","2016-Q3","1_Within_7_days"
"A688271","2014-Q3","1_Within_7_days"
"A688272","2014-Q3","1_Within_7_days"
"A688273","2014-Q3","1_Within_7_days"
"A688274","2014-Q3","1_Within_7_days"
"A688278","2014-Q3","1_Within_7_days"
"A688280","2014-Q3","0_No_adoption"
"A688281","2014-Q3","0_No_adoption"
"A688281","2015-Q2","1_Within_7_days"
"A688282","2014-Q3","0_No_adoption"
"A688282","2014-Q4","0_No_adoption"
"A688283","2014-Q3","0_No_adoption"
"A688284","2014-Q3","0_No_adoption"
"A688285","2014-Q3","3_Within_30_days"
"A688287","2014-Q3","0_No_adoption"
"A688289","2014-Q3","0_No_adoption"
"A688290","2014-Q3","0_No_adoption"
"A688291","2014-Q3","0_No_adoption"
"A688299","2014-Q3","0_No_adoption"
"A688299","2014-Q3","0_No_adoption"
"A688299","2015-Q1","0_No_adoption"
"A688300","2014-Q3","0_No_adoption"
"A688302","2014-Q3","4_Over_30_days"
"A688303","2014-Q3","4_Over_30_days"
"A688304","2014-Q3","4_Over_30_days"
"A688305","2014-Q3","4_Over_30_days"
"A688306","2014-Q3","4_Over_30_days"
"A688308","2014-Q3","0_No_adoption"
"A688309","2014-Q3","0_No_adoption"
"A688310","2014-Q3","4_Over_30_days"
"A688313","2014-Q3","0_No_adoption"
"A688314","2014-Q3","4_Over_30_days"
"A688315","2014-Q3","4_Over_30_days"
"A688316","2014-Q3","0_No_adoption"
"A688317","2014-Q3","0_No_adoption"
"A688318","2014-Q3","0_No_adoption"
"A688321","2014-Q3","0_No_adoption"
"A688322","2014-Q3","0_No_adoption"
"A688327","2015-Q2","3_Within_30_days"
"A688327","2015-Q3","0_No_adoption"
"A688329","2014-Q3","3_Within_30_days"
"A688329","2015-Q1","0_No_adoption"
"A688330","2014-Q3","3_Within_30_days"
"A688331","2014-Q3","1_Within_7_days"
"A688332","2014-Q3","0_No_adoption"
"A688333","2014-Q3","1_Within_7_days"
"A688334","2014-Q3","2_Within_14_days"
"A688335","2014-Q3","4_Over_30_days"
"A688336","2014-Q3","0_No_adoption"
"A688337","2014-Q3","4_Over_30_days"
"A688338","2014-Q3","0_No_adoption"
"A688339","2014-Q3","4_Over_30_days"
"A688340","2014-Q3","0_No_adoption"
"A688342","2014-Q3","2_Within_14_days"
"A688344","2014-Q3","3_Within_30_days"
"A688345","2014-Q3","0_No_adoption"
"A688346","2014-Q3","0_No_adoption"
"A688347","2014-Q3","0_No_adoption"
"A688347","2015-Q1","0_No_adoption"
"A688348","2014-Q3","1_Within_7_days"
"A688349","2014-Q3","0_No_adoption"
"A688350","2014-Q3","1_Within_7_days"
"A688351","2014-Q3","1_Within_7_days"
"A688352","2014-Q3","3_Within_30_days"
"A688352","2015-Q1","4_Over_30_days"
"A688353","2014-Q3","0_No_adoption"
"A688354","2014-Q3","1_Within_7_days"
"A688363","2014-Q3","1_Within_7_days"
"A688364","2014-Q3","0_No_adoption"
"A688365","2014-Q3","0_No_adoption"
"A688366","2014-Q3","1_Within_7_days"
"A688367","2014-Q3","0_No_adoption"
"A688368","2014-Q3","0_No_adoption"
"A688369","2014-Q3","0_No_adoption"
"A688370","2014-Q3","0_No_adoption"
"A688371","2014-Q3","4_Over_30_days"
"A688372","2014-Q3","4_Over_30_days"
"A688376","2016-Q1","4_Over_30_days"
"A688377","2014-Q3","4_Over_30_days"
"A688378","2014-Q3","3_Within_30_days"
"A688378","2014-Q4","0_No_adoption"
"A688383","2014-Q3","4_Over_30_days"
"A688384","2014-Q3","0_No_adoption"
"A688385","2014-Q3","0_No_adoption"
"A688387","2014-Q3","3_Within_30_days"
"A688388","2014-Q3","0_No_adoption"
"A688389","2014-Q3","0_No_adoption"
"A688390","2014-Q3","0_No_adoption"
"A688391","2014-Q3","0_No_adoption"
"A688393","2014-Q3","0_No_adoption"
"A688399","2014-Q3","0_No_adoption"
"A688401","2014-Q3","0_No_adoption"
"A688402","2014-Q3","0_No_adoption"
"A688403","2014-Q3","0_No_adoption"
"A688404","2014-Q3","0_No_adoption"
"A688405","2014-Q3","0_No_adoption"
"A688406","2014-Q3","0_No_adoption"
"A688407","2014-Q3","0_No_adoption"
"A688408","2014-Q3","4_Over_30_days"
"A688408","2014-Q4","3_Within_30_days"
"A688409","2014-Q3","0_No_adoption"
"A688410","2014-Q3","0_No_adoption"
"A688411","2014-Q3","0_No_adoption"
"A688412","2014-Q3","0_No_adoption"
"A688413","2014-Q3","0_No_adoption"
"A688414","2014-Q3","0_No_adoption"
"A688415","2014-Q3","0_No_adoption"
"A688416","2014-Q3","0_No_adoption"
"A688420","2014-Q3","1_Within_7_days"
"A688420","2015-Q1","0_No_adoption"
"A688423","2014-Q3","2_Within_14_days"
"A688423","2018-Q1","0_No_adoption"
"A688425","2014-Q3","1_Within_7_days"
"A688426","2014-Q3","0_No_adoption"
"A688426","2014-Q4","0_No_adoption"
"A688426","2014-Q4","3_Within_30_days"
"A688427","2014-Q3","0_No_adoption"
"A688428","2014-Q3","4_Over_30_days"
"A688429","2014-Q3","0_No_adoption"
"A688430","2014-Q3","0_No_adoption"
"A688431","2014-Q3","0_No_adoption"
"A688432","2014-Q3","0_No_adoption"
"A688433","2014-Q3","4_Over_30_days"
"A688434","2014-Q3","0_No_adoption"
"A688436","2014-Q3","0_No_adoption"
"A688437","2014-Q3","0_No_adoption"
"A688439","2014-Q3","0_No_adoption"
"A688440","2014-Q3","1_Within_7_days"
"A688441","2014-Q3","0_No_adoption"
"A688442","2014-Q4","0_No_adoption"
"A688443","2014-Q3","4_Over_30_days"
"A688444","2014-Q3","4_Over_30_days"
"A688445","2014-Q3","3_Within_30_days"
"A688445","2015-Q3","1_Within_7_days"
"A688447","2014-Q3","0_No_adoption"
"A688448","2014-Q3","0_No_adoption"
"A688450","2014-Q3","3_Within_30_days"
"A688451","2014-Q3","1_Within_7_days"
"A688452","2014-Q3","0_No_adoption"
"A688453","2014-Q3","4_Over_30_days"
"A688454","2014-Q3","3_Within_30_days"
"A688455","2014-Q3","3_Within_30_days"
"A688456","2014-Q3","3_Within_30_days"
"A688457","2014-Q3","4_Over_30_days"
"A688458","2014-Q3","3_Within_30_days"
"A688459","2014-Q3","4_Over_30_days"
"A688460","2014-Q3","4_Over_30_days"
"A688461","2014-Q3","1_Within_7_days"
"A688463","2014-Q3","0_No_adoption"
"A688464","2014-Q3","2_Within_14_days"
"A688465","2014-Q3","4_Over_30_days"
"A688466","2014-Q3","4_Over_30_days"
"A688467","2014-Q3","4_Over_30_days"
"A688468","2014-Q3","4_Over_30_days"
"A688469","2014-Q3","2_Within_14_days"
"A688469","2014-Q4","1_Within_7_days"
"A688470","2014-Q3","1_Within_7_days"
"A688471","2014-Q3","4_Over_30_days"
"A688472","2014-Q3","4_Over_30_days"
"A688473","2014-Q3","4_Over_30_days"
"A688474","2014-Q3","4_Over_30_days"
"A688477","2014-Q3","0_No_adoption"
"A688478","2014-Q3","0_No_adoption"
"A688479","2014-Q3","0_No_adoption"
"A688480","2014-Q3","0_No_adoption"
"A688481","2014-Q3","1_Within_7_days"
"A688484","2014-Q3","0_No_adoption"
"A688484","2015-Q1","0_No_adoption"
"A688484","2015-Q2","0_No_adoption"
"A688492","2014-Q3","0_No_adoption"
"A688493","2014-Q3","0_No_adoption"
"A688494","2014-Q3","0_No_adoption"
"A688495","2014-Q3","4_Over_30_days"
"A688496","2014-Q3","1_Within_7_days"
"A688497","2014-Q3","0_No_adoption"
"A688498","2014-Q3","1_Within_7_days"
"A688499","2014-Q3","0_No_adoption"
"A688500","2014-Q3","0_No_adoption"
"A688501","2014-Q3","0_No_adoption"
"A688502","2014-Q3","3_Within_30_days"
"A688505","2014-Q3","0_No_adoption"
"A688506","2014-Q3","2_Within_14_days"
"A688507","2014-Q3","1_Within_7_days"
"A688509","2014-Q3","0_No_adoption"
"A688510","2014-Q3","0_No_adoption"
"A688511","2014-Q3","0_No_adoption"
"A688512","2014-Q3","1_Within_7_days"
"A688513","2014-Q3","1_Within_7_days"
"A688513","2014-Q3","1_Within_7_days"
"A688514","2014-Q3","1_Within_7_days"
"A688515","2014-Q3","1_Within_7_days"
"A688516","2014-Q3","1_Within_7_days"
"A688517","2014-Q3","1_Within_7_days"
"A688518","2014-Q3","1_Within_7_days"
"A688519","2014-Q3","3_Within_30_days"
"A688519","2015-Q1","1_Within_7_days"
"A688520","2014-Q3","2_Within_14_days"
"A688521","2014-Q3","1_Within_7_days"
"A688522","2014-Q3","2_Within_14_days"
"A688523","2014-Q3","0_No_adoption"
"A688524","2014-Q3","3_Within_30_days"
"A688525","2014-Q3","2_Within_14_days"
"A688530","2014-Q3","0_No_adoption"
"A688531","2014-Q3","0_No_adoption"
"A688532","2014-Q3","0_No_adoption"
"A688533","2014-Q3","0_No_adoption"
"A688534","2014-Q3","1_Within_7_days"
"A688535","2014-Q3","1_Within_7_days"
"A688535","2014-Q4","1_Within_7_days"
"A688536","2014-Q3","1_Within_7_days"
"A688537","2014-Q3","0_No_adoption"
"A688538","2014-Q3","1_Within_7_days"
"A688539","2014-Q3","0_No_adoption"
"A688540","2014-Q3","0_No_adoption"
"A688541","2014-Q3","0_No_adoption"
"A688542","2014-Q3","0_No_adoption"
"A688543","2014-Q3","0_No_adoption"
"A688544","2014-Q3","0_No_adoption"
"A688546","2014-Q3","4_Over_30_days"
"A688547","2014-Q3","4_Over_30_days"
"A688548","2014-Q3","0_No_adoption"
"A688549","2014-Q3","4_Over_30_days"
"A688550","2014-Q3","3_Within_30_days"
"A688551","2014-Q3","4_Over_30_days"
"A688552","2014-Q3","4_Over_30_days"
"A688553","2014-Q3","3_Within_30_days"
"A688554","2014-Q3","3_Within_30_days"
"A688555","2014-Q3","4_Over_30_days"
"A688556","2014-Q3","2_Within_14_days"
"A688557","2014-Q3","1_Within_7_days"
"A688558","2014-Q3","0_No_adoption"
"A688559","2014-Q3","1_Within_7_days"
"A688560","2014-Q3","3_Within_30_days"
"A688561","2014-Q3","0_No_adoption"
"A688562","2014-Q3","0_No_adoption"
"A688566","2014-Q3","0_No_adoption"
"A688567","2014-Q3","1_Within_7_days"
"A688568","2014-Q3","1_Within_7_days"
"A688569","2014-Q3","1_Within_7_days"
"A688571","2014-Q3","0_No_adoption"
"A688576","2014-Q3","3_Within_30_days"
"A688578","2014-Q3","1_Within_7_days"
"A688582","2014-Q3","0_No_adoption"
"A688583","2014-Q3","0_No_adoption"
"A688584","2014-Q3","0_No_adoption"
"A688584","2015-Q4","0_No_adoption"
"A688586","2014-Q3","4_Over_30_days"
"A688586","2015-Q2","4_Over_30_days"
"A688588","2014-Q3","0_No_adoption"
"A688590","2014-Q3","4_Over_30_days"
"A688591","2014-Q3","0_No_adoption"
"A688592","2014-Q3","0_No_adoption"
"A688593","2014-Q3","4_Over_30_days"
"A688594","2014-Q3","1_Within_7_days"
"A688594","2014-Q4","1_Within_7_days"
"A688595","2014-Q3","4_Over_30_days"
"A688596","2014-Q3","0_No_adoption"
"A688598","2014-Q3","0_No_adoption"
"A688599","2014-Q3","0_No_adoption"
"A688600","2014-Q3","0_No_adoption"
"A688601","2014-Q3","0_No_adoption"
"A688602","2014-Q3","0_No_adoption"
"A688603","2014-Q3","0_No_adoption"
"A688604","2014-Q3","0_No_adoption"
"A688605","2014-Q3","4_Over_30_days"
"A688606","2014-Q3","0_No_adoption"
"A688607","2014-Q3","2_Within_14_days"
"A688608","2014-Q3","1_Within_7_days"
"A688609","2014-Q3","4_Over_30_days"
"A688610","2014-Q3","0_No_adoption"
"A688610","2015-Q2","0_No_adoption"
"A688610","2015-Q2","0_No_adoption"
"A688610","2015-Q2","0_No_adoption"
"A688610","2016-Q1","3_Within_30_days"
"A688610","2016-Q2","0_No_adoption"
"A688612","2014-Q3","1_Within_7_days"
"A688615","2014-Q3","0_No_adoption"
"A688616","2014-Q3","0_No_adoption"
"A688617","2014-Q3","0_No_adoption"
"A688618","2014-Q3","3_Within_30_days"
"A688619","2014-Q3","3_Within_30_days"
"A688621","2014-Q3","3_Within_30_days"
"A688621","2016-Q3","0_No_adoption"
"A688622","2014-Q3","0_No_adoption"
"A688623","2014-Q3","1_Within_7_days"
"A688624","2014-Q3","1_Within_7_days"
"A688625","2014-Q3","4_Over_30_days"
"A688626","2014-Q3","0_No_adoption"
"A688627","2014-Q3","0_No_adoption"
"A688628","2014-Q3","0_No_adoption"
"A688629","2014-Q3","0_No_adoption"
"A688631","2014-Q3","0_No_adoption"
"A688632","2014-Q3","3_Within_30_days"
"A688636","2014-Q3","3_Within_30_days"
"A688648","2014-Q3","0_No_adoption"
"A688651","2014-Q3","4_Over_30_days"
"A688652","2014-Q3","4_Over_30_days"
"A688653","2014-Q3","4_Over_30_days"
"A688654","2014-Q3","4_Over_30_days"
"A688655","2014-Q3","4_Over_30_days"
"A688657","2014-Q3","1_Within_7_days"
"A688658","2014-Q3","0_No_adoption"
"A688659","2014-Q3","0_No_adoption"
"A688660","2014-Q3","0_No_adoption"
"A688661","2014-Q3","0_No_adoption"
"A688663","2014-Q3","0_No_adoption"
"A688664","2014-Q3","0_No_adoption"
"A688665","2014-Q3","3_Within_30_days"
"A688667","2014-Q3","0_No_adoption"
"A688668","2014-Q3","0_No_adoption"
"A688669","2014-Q3","0_No_adoption"
"A688670","2014-Q3","1_Within_7_days"
"A688671","2014-Q3","0_No_adoption"
"A688671","2014-Q4","0_No_adoption"
"A688672","2014-Q3","1_Within_7_days"
"A688673","2014-Q3","0_No_adoption"
"A688674","2014-Q3","0_No_adoption"
"A688675","2014-Q3","0_No_adoption"
"A688676","2014-Q3","0_No_adoption"
"A688677","2014-Q3","0_No_adoption"
"A688677","2014-Q4","0_No_adoption"
"A688678","2014-Q3","1_Within_7_days"
"A688679","2014-Q3","4_Over_30_days"
"A688680","2014-Q3","1_Within_7_days"
"A688681","2014-Q3","3_Within_30_days"
"A688682","2014-Q3","1_Within_7_days"
"A688683","2014-Q3","0_No_adoption"
"A688684","2014-Q3","0_No_adoption"
"A688685","2014-Q3","0_No_adoption"
"A688686","2014-Q3","0_No_adoption"
"A688687","2014-Q3","0_No_adoption"
"A688689","2014-Q3","1_Within_7_days"
"A688689","2014-Q4","0_No_adoption"
"A688690","2014-Q3","0_No_adoption"
"A688691","2014-Q3","0_No_adoption"
"A688692","2014-Q3","2_Within_14_days"
"A688693","2014-Q3","0_No_adoption"
"A688699","2014-Q3","2_Within_14_days"
"A688700","2014-Q3","2_Within_14_days"
"A688701","2014-Q3","1_Within_7_days"
"A688702","2014-Q3","0_No_adoption"
"A688703","2014-Q3","3_Within_30_days"
"A688704","2014-Q3","2_Within_14_days"
"A688705","2014-Q3","2_Within_14_days"
"A688706","2014-Q3","1_Within_7_days"
"A688707","2014-Q3","0_No_adoption"
"A688709","2014-Q3","2_Within_14_days"
"A688710","2014-Q3","0_No_adoption"
"A688711","2014-Q3","0_No_adoption"
"A688712","2014-Q3","0_No_adoption"
"A688712","2016-Q4","0_No_adoption"
"A688713","2014-Q3","0_No_adoption"
"A688716","2014-Q3","0_No_adoption"
"A688717","2014-Q3","4_Over_30_days"
"A688718","2014-Q3","0_No_adoption"
"A688719","2014-Q3","2_Within_14_days"
"A688720","2014-Q3","1_Within_7_days"
"A688721","2014-Q3","0_No_adoption"
"A688725","2014-Q3","0_No_adoption"
"A688726","2014-Q3","0_No_adoption"
"A688728","2014-Q3","0_No_adoption"
"A688729","2014-Q3","0_No_adoption"
"A688734","2014-Q3","0_No_adoption"
"A688736","2014-Q3","0_No_adoption"
"A688737","2014-Q3","0_No_adoption"
"A688740","2014-Q3","0_No_adoption"
"A688741","2014-Q3","0_No_adoption"
"A688742","2014-Q3","1_Within_7_days"
"A688742","2014-Q4","0_No_adoption"
"A688744","2014-Q3","0_No_adoption"
"A688746","2014-Q3","0_No_adoption"
"A688747","2014-Q3","0_No_adoption"
"A688748","2014-Q3","0_No_adoption"
"A688749","2014-Q3","0_No_adoption"
"A688750","2014-Q3","0_No_adoption"
"A688751","2014-Q3","0_No_adoption"
"A688752","2014-Q3","0_No_adoption"
"A688753","2014-Q3","0_No_adoption"
"A688754","2014-Q3","0_No_adoption"
"A688754","2014-Q4","0_No_adoption"
"A688754","2016-Q2","3_Within_30_days"
"A688756","2014-Q3","1_Within_7_days"
"A688757","2014-Q3","1_Within_7_days"
"A688758","2014-Q3","0_No_adoption"
"A688759","2014-Q3","0_No_adoption"
"A688760","2014-Q3","0_No_adoption"
"A688761","2014-Q3","0_No_adoption"
"A688763","2014-Q3","0_No_adoption"
"A688764","2014-Q3","1_Within_7_days"
"A688765","2014-Q3","0_No_adoption"
"A688767","2014-Q3","0_No_adoption"
"A688768","2014-Q3","0_No_adoption"
"A688769","2014-Q3","0_No_adoption"
"A688770","2014-Q3","0_No_adoption"
"A688773","2014-Q3","0_No_adoption"
"A688773","2014-Q4","0_No_adoption"
"A688774","2014-Q3","0_No_adoption"
"A688775","2014-Q3","1_Within_7_days"
"A688775","2016-Q3","3_Within_30_days"
"A688775","2016-Q3","4_Over_30_days"
"A688778","2014-Q3","0_No_adoption"
"A688782","2014-Q3","0_No_adoption"
"A688783","2014-Q3","0_No_adoption"
"A688784","2014-Q3","0_No_adoption"
"A688785","2014-Q3","0_No_adoption"
"A688786","2014-Q3","1_Within_7_days"
"A688787","2014-Q3","0_No_adoption"
"A688789","2014-Q3","1_Within_7_days"
"A688790","2014-Q3","3_Within_30_days"
"A688790","2014-Q4","1_Within_7_days"
"A688790","2015-Q2","0_No_adoption"
"A688793","2014-Q3","0_No_adoption"
"A688794","2014-Q3","0_No_adoption"
"A688803","2014-Q3","0_No_adoption"
"A688804","2014-Q3","2_Within_14_days"
"A688804","2016-Q4","0_No_adoption"
"A688805","2014-Q3","0_No_adoption"
"A688806","2014-Q3","0_No_adoption"
"A688807","2014-Q3","1_Within_7_days"
"A688808","2014-Q3","0_No_adoption"
"A688809","2014-Q3","0_No_adoption"
"A688810","2014-Q3","3_Within_30_days"
"A688811","2014-Q3","0_No_adoption"
"A688812","2014-Q3","0_No_adoption"
"A688813","2014-Q3","0_No_adoption"
"A688815","2014-Q3","0_No_adoption"
"A688816","2014-Q3","0_No_adoption"
"A688817","2014-Q3","0_No_adoption"
"A688818","2014-Q3","1_Within_7_days"
"A688820","2014-Q3","0_No_adoption"
"A688822","2014-Q3","1_Within_7_days"
"A688823","2014-Q3","4_Over_30_days"
"A688823","2015-Q4","4_Over_30_days"
"A688826","2014-Q3","0_No_adoption"
"A688827","2014-Q3","3_Within_30_days"
"A688830","2014-Q3","0_No_adoption"
"A688832","2014-Q3","0_No_adoption"
"A688835","2014-Q3","0_No_adoption"
"A688836","2014-Q3","0_No_adoption"
"A688837","2014-Q3","3_Within_30_days"
"A688837","2015-Q4","0_No_adoption"
"A688839","2014-Q3","3_Within_30_days"
"A688839","2015-Q1","0_No_adoption"
"A688841","2014-Q3","0_No_adoption"
"A688843","2014-Q3","3_Within_30_days"
"A688843","2015-Q1","0_No_adoption"
"A688844","2014-Q3","3_Within_30_days"
"A688846","2014-Q3","1_Within_7_days"
"A688848","2014-Q3","4_Over_30_days"
"A688849","2014-Q3","1_Within_7_days"
"A688849","2014-Q3","0_No_adoption"
"A688850","2014-Q3","1_Within_7_days"
"A688851","2014-Q3","0_No_adoption"
"A688852","2014-Q3","3_Within_30_days"
"A688854","2014-Q3","0_No_adoption"
"A688855","2014-Q3","0_No_adoption"
"A688855","2014-Q4","0_No_adoption"
"A688855","2015-Q2","0_No_adoption"
"A688857","2014-Q3","0_No_adoption"
"A688861","2014-Q3","1_Within_7_days"
"A688863","2014-Q3","4_Over_30_days"
"A688863","2015-Q1","2_Within_14_days"
"A688865","2014-Q3","0_No_adoption"
"A688868","2014-Q3","0_No_adoption"
"A688869","2014-Q3","0_No_adoption"
"A688871","2014-Q3","2_Within_14_days"
"A688872","2014-Q3","0_No_adoption"
"A688877","2014-Q3","0_No_adoption"
"A688878","2014-Q3","1_Within_7_days"
"A688878","2014-Q4","1_Within_7_days"
"A688879","2014-Q3","0_No_adoption"
"A688881","2014-Q3","1_Within_7_days"
"A688882","2014-Q3","0_No_adoption"
"A688883","2014-Q3","0_No_adoption"
"A688884","2014-Q3","1_Within_7_days"
"A688885","2014-Q3","0_No_adoption"
"A688889","2014-Q3","0_No_adoption"
"A688895","2014-Q3","0_No_adoption"
"A688903","2014-Q3","0_No_adoption"
"A688904","2014-Q3","0_No_adoption"
"A688905","2014-Q3","0_No_adoption"
"A688906","2014-Q3","4_Over_30_days"
"A688907","2014-Q3","0_No_adoption"
"A688908","2014-Q3","0_No_adoption"
"A688909","2014-Q3","0_No_adoption"
"A688910","2014-Q3","0_No_adoption"
"A688911","2014-Q3","0_No_adoption"
"A688912","2014-Q3","0_No_adoption"
"A688913","2014-Q3","0_No_adoption"
"A688914","2014-Q3","2_Within_14_days"
"A688914","2014-Q4","0_No_adoption"
"A688914","2016-Q4","0_No_adoption"
"A688915","2014-Q3","0_No_adoption"
"A688917","2014-Q3","0_No_adoption"
"A688918","2014-Q3","1_Within_7_days"
"A688919","2014-Q3","1_Within_7_days"
"A688920","2014-Q3","0_No_adoption"
"A688921","2014-Q3","0_No_adoption"
"A688922","2014-Q3","0_No_adoption"
"A688923","2014-Q3","0_No_adoption"
"A688924","2014-Q3","0_No_adoption"
"A688925","2014-Q3","0_No_adoption"
"A688926","2014-Q3","0_No_adoption"
"A688927","2014-Q3","0_No_adoption"
"A688928","2014-Q3","0_No_adoption"
"A688929","2014-Q3","0_No_adoption"
"A688930","2014-Q3","0_No_adoption"
"A688931","2014-Q3","0_No_adoption"
"A688932","2014-Q3","2_Within_14_days"
